35.9870 	EXP 	ImageStim_mask1: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask5.bmp'
35.9870 	EXP 	ImageStim_mask2: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask6.bmp'
35.9870 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask1.bmp'
35.9870 	EXP 	TextStim_probe: text = 'S'
35.9870 	EXP 	wf_show_ShapeStim_redcross 0
35.9997 	DATA 	EmulatedKey: 5
36.2344 	EXP 	wf_show_BufferImageStim_cue0conf1
36.5515 	EXP 	wf_show_ShapeStim_redcross 1
36.9343 	EXP 	wf_show_STIM
37.1683 	EXP 	wf_show_MASK
37.5337 	EXP 	wf_show_ShapeStim_redcross 2
37.7509 	EXP 	wf_show_TextStim_probe
37.9507 	EXP 	wf_show_ShapeStim_whitecross - REPORTING
37.9997 	DATA 	EmulatedKey: 5
38.0155 	EXP 	Created BufferImageStim_stim = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
38.0155 	EXP 	BufferImageStim BufferImageStim_stim: took 53.7ms to initialize
38.0395 	EXP 	Created BufferImageStim_mask = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_mask', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
38.0395 	EXP 	BufferImageStim BufferImageStim_mask: took 22.5ms to initialize
38.7209 	DATA 	Keypress: r
39.4343 	DATA 	ll_TRIAL_end 9
39.4348 	DATA 	ll_TRIAL_start 10
39.4523 	EXP 	TextStim_stim0: text = 'J'
39.4523 	EXP 	TextStim_stim1: text = 'A'
39.4523 	EXP 	TextStim_stim2: text = 'N'
39.4523 	EXP 	TextStim_stim3: text = 'L'
39.4523 	EXP 	ImageStim_mask0: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask6.bmp'
39.4523 	EXP 	ImageStim_mask1: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask5.bmp'
39.4523 	EXP 	ImageStim_mask2: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask4.bmp'
39.4523 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask7.bmp'
